,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,Travel company,Name,VIP,RoomService,FoodCourt,Travel Outcome
5055,5406_01,,False,F/1035/S,PSO J318.5-22,22.0,Blue Horizon,Shally Langatein,,2.0,46.0,Failed to reach
5056,5408_01,Mars,False,D/174/P,TRAPPIST-1e,32.0,Tulsa Inc,Moss Gene,False,1781.0,0.0,Succesfully reached Destination
5057,5408_02,Mars,False,D/174/P,TRAPPIST-1e,16.0,Tulsa Inc,Felios Gene,False,2116.0,0.0,Failed to reach
5058,5410_01,Mars,False,D/163/S,TRAPPIST-1e,33.0,Blue Horizon,Sweal Frasp,False,748.0,130.0,Succesfully reached Destination
5059,5411_01,Europa,False,B/206/S,TRAPPIST-1e,38.0,Tulsa Inc,Alrakan Scoudelle,False,20.0,3960.0,Reached wrong destination
5060,5412_01,Earth,,G/870/P,TRAPPIST-1e,23.0,Tulsa Inc,Erie Patthews,False,0.0,806.0,Reached wrong destination
5061,5413_01,Earth,False,G/871/P,TRAPPIST-1e,16.0,Tulsa Inc,Lorey Boyerson,False,3.0,595.0,Failed to reach
5062,5414_01,Earth,False,G/872/P,PSO J318.5-22,16.0,Tulsa Inc,Leen Buckentry,False,481.0,0.0,Reached wrong destination
5063,5414_02,Earth,False,G/872/P,TRAPPIST-1e,11.0,Blue Horizon,Bryany Buckentry,False,0.0,0.0,Reached wrong destination
5064,5414_03,Earth,False,F/1112/P,TRAPPIST-1e,22.0,Blue Horizon,Chelsa Buckentry,False,0.0,824.0,Failed to reach
5065,5414_04,Earth,False,F/1112/P,TRAPPIST-1e,43.0,Blue Horizon,Eduana Buckentry,False,0.0,0.0,Succesfully reached Destination
5066,5414_05,Earth,True,G/872/P,PSO J318.5-22,20.0,Blue Horizon,Becca Buckentry,False,0.0,0.0,Reached wrong destination
5067,5415_01,Earth,False,F/1113/P,TRAPPIST-1e,22.0,Blue Horizon,Lynez Hartz,False,0.0,747.0,Reached wrong destination
5068,5416_01,Mars,False,F/1114/P,TRAPPIST-1e,0.0,Blue Horizon,Wees Saf,False,0.0,,Reached wrong destination
5069,5416_02,Mars,False,E/340/P,TRAPPIST-1e,30.0,Blue Horizon,Pos Saf,False,138.0,0.0,Failed to reach
5070,5416_03,Mars,True,F/1114/P,TRAPPIST-1e,18.0,Blue Horizon,Ech Saf,False,0.0,0.0,Failed to reach
5071,5416_04,Mars,False,F/1114/P,55 Cancri e,0.0,Tulsa Inc,Toats Saf,False,0.0,0.0,Failed to reach
5072,5418_01,Mars,,E/349/S,TRAPPIST-1e,41.0,Blue Horizon,Naffsh Burta,False,164.0,0.0,Failed to reach
5073,5420_01,Earth,False,F/1036/S,TRAPPIST-1e,39.0,Blue Horizon,Gayla Merrelliss,False,0.0,829.0,Failed to reach
5074,5421_01,Earth,False,G/873/S,TRAPPIST-1e,37.0,Blue Horizon,Carlie Steinardson,False,389.0,0.0,Succesfully reached Destination
5075,5422_01,Europa,True,D/164/S,55 Cancri e,26.0,Tulsa Inc,Pleion Sperap,False,0.0,0.0,Succesfully reached Destination
5076,5423_01,Mars,False,F/1116/P,TRAPPIST-1e,49.0,Blue Horizon,Almone Prine,False,552.0,0.0,Reached wrong destination
5077,5423_02,Mars,False,E/341/P,TRAPPIST-1e,28.0,Blue Horizon,Cranch Prine,False,142.0,0.0,Failed to reach
5078,5424_01,Mars,False,F/1117/P,PSO J318.5-22,13.0,Blue Horizon,Chtios Dal,False,358.0,65.0,Succesfully reached Destination
5079,5424_02,,False,E/342/P,TRAPPIST-1e,64.0,Tulsa Inc,Docks Dal,False,469.0,700.0,Failed to reach
5080,5425_01,Earth,False,F/1037/S,PSO J318.5-22,24.0,Tulsa Inc,,False,1.0,0.0,Succesfully reached Destination
5081,5427_01,,True,F/1118/P,TRAPPIST-1e,18.0,Blue Horizon,Frohs Stie,False,0.0,0.0,Reached wrong destination
5082,5427_02,Mars,False,F/1118/P,TRAPPIST-1e,18.0,Blue Horizon,Panbug Blane,False,3458.0,0.0,Succesfully reached Destination
5083,5427_03,Mars,False,F/1118/P,TRAPPIST-1e,25.0,Tulsa Inc,Craird Stie,False,948.0,0.0,Failed to reach
5084,5430_01,Earth,True,G/873/P,TRAPPIST-1e,19.0,Blue Horizon,Inette Colomonson,False,0.0,0.0,Succesfully reached Destination
5085,5431_01,Earth,False,E/350/S,55 Cancri e,33.0,Tulsa Inc,Joycey Wheelez,False,2.0,0.0,Succesfully reached Destination
5086,5434_01,Earth,True,G/874/P,TRAPPIST-1e,,Tulsa Inc,Harvin Garnes,,0.0,0.0,Reached wrong destination
5087,5435_01,Mars,False,F/1121/P,TRAPPIST-1e,50.0,Tulsa Inc,Fal Blane,False,846.0,0.0,Reached wrong destination
5088,5436_01,Earth,False,,TRAPPIST-1e,30.0,Blue Horizon,Idace Gilleranks,False,0.0,0.0,Reached wrong destination
5089,5437_01,Mars,False,F/1123/P,TRAPPIST-1e,44.0,Tulsa Inc,Naffsh Soun,False,1267.0,18.0,Reached wrong destination
5090,5438_01,Earth,True,G/875/P,PSO J318.5-22,52.0,Blue Horizon,Eriky Puckley,False,0.0,0.0,Succesfully reached Destination
5091,5440_01,Earth,True,G/875/S,TRAPPIST-1e,7.0,Blue Horizon,Teryla Beckeey,False,0.0,0.0,Failed to reach
5092,5440_02,Earth,False,F/1041/S,55 Cancri e,30.0,Tulsa Inc,Crisey Beckeey,False,0.0,59.0,Succesfully reached Destination
5093,5440_03,Earth,False,F/1041/S,TRAPPIST-1e,27.0,Blue Horizon,Briney Beckeey,False,1109.0,0.0,Failed to reach
5094,5441_01,Europa,True,B/207/S,55 Cancri e,24.0,Blue Horizon,Raston Spoilling,False,0.0,0.0,Failed to reach
5095,5443_01,Earth,False,F/1124/P,55 Cancri e,13.0,Tulsa Inc,Gabrie Hickley,False,4.0,99.0,Failed to reach
5096,5445_01,,False,F/1125/P,TRAPPIST-1e,61.0,Blue Horizon,Min Alfordonard,False,0.0,53.0,Reached wrong destination
5097,5446_01,Earth,True,G/876/P,TRAPPIST-1e,32.0,Tulsa Inc,Jandy Bucknersony,False,0.0,0.0,Reached wrong destination
5098,5447_01,Mars,True,F/1126/P,55 Cancri e,17.0,Tulsa Inc,Sug Dutty,False,0.0,0.0,Succesfully reached Destination
5099,5447_02,Mars,,F/1126/P,TRAPPIST-1e,36.0,Tulsa Inc,Poselk Coune,False,0.0,0.0,Reached wrong destination
5100,5450_01,Earth,True,G/877/P,PSO J318.5-22,16.0,Blue Horizon,Samany Keithunts,False,0.0,0.0,Reached wrong destination
5101,5451_01,,False,F/1127/P,PSO J318.5-22,21.0,Blue Horizon,Adrie Rodger,False,0.0,697.0,Succesfully reached Destination
5102,5452_01,Europa,,C/212/S,TRAPPIST-1e,24.0,Tulsa Inc,Eleb Mander,False,0.0,0.0,Reached wrong destination
5103,5453_01,Earth,False,F/1044/S,55 Cancri e,28.0,Tulsa Inc,Elson Gallencis,False,0.0,9.0,Reached wrong destination
5104,5454_01,Mars,False,E/343/P,TRAPPIST-1e,,Tulsa Inc,Oark Krake,False,848.0,1497.0,Succesfully reached Destination
5105,5455_01,Mars,False,E/344/P,55 Cancri e,13.0,Tulsa Inc,Varkes Nate,False,9920.0,0.0,Succesfully reached Destination
5106,5457_01,Earth,False,F/1129/P,TRAPPIST-1e,39.0,Tulsa Inc,Elson Horners,False,0.0,1.0,Succesfully reached Destination
5107,5458_01,Earth,False,E/351/S,TRAPPIST-1e,24.0,Blue Horizon,Wandy Diazarez,False,0.0,0.0,Failed to reach
5108,5459_01,Europa,False,C/213/S,TRAPPIST-1e,38.0,Tulsa Inc,Jabbab Stoile,False,0.0,347.0,Reached wrong destination
5109,5462_01,Mars,False,F/1131/P,TRAPPIST-1e,20.0,Blue Horizon,Laptin Part,False,489.0,126.0,Reached wrong destination
5110,5463_01,Earth,False,F/1045/S,TRAPPIST-1e,21.0,Blue Horizon,Laude Balderts,False,724.0,0.0,Succesfully reached Destination
5111,5465_01,Mars,False,F/1132/P,TRAPPIST-1e,27.0,Blue Horizon,Sugaly Chité,False,1.0,1.0,Failed to reach
5112,5465_02,,False,F/1132/P,TRAPPIST-1e,49.0,Blue Horizon,Cings Chité,False,226.0,11.0,Failed to reach
5113,5465_03,Mars,True,F/1132/P,TRAPPIST-1e,6.0,Tulsa Inc,Jacks Chité,False,0.0,0.0,Reached wrong destination
5114,5466_01,Europa,True,B/185/P,55 Cancri e,41.0,Blue Horizon,Mesons Matoltuble,False,0.0,0.0,Reached wrong destination
5115,5466_02,Europa,False,B/185/P,55 Cancri e,33.0,Blue Horizon,Menkin Boltund,True,0.0,1473.0,Failed to reach
5116,5466_03,Europa,False,B/185/P,TRAPPIST-1e,6.0,Blue Horizon,Alballa Boltund,False,0.0,0.0,Succesfully reached Destination
5117,5466_04,Europa,False,B/185/P,55 Cancri e,35.0,Blue Horizon,Asterf Boltund,False,0.0,4618.0,Failed to reach
5118,5466_05,Europa,False,B/185/P,TRAPPIST-1e,46.0,Blue Horizon,Bahyon Matoltuble,False,0.0,4524.0,Failed to reach
5119,5467_01,Earth,False,F/1046/S,TRAPPIST-1e,31.0,Tulsa Inc,Evenna Garden,False,2703.0,21.0,Succesfully reached Destination
5120,5468_01,Europa,True,B/208/S,TRAPPIST-1e,32.0,Blue Horizon,Brafirk Unprive,,0.0,0.0,Succesfully reached Destination
5121,5469_01,Europa,True,A/50/P,55 Cancri e,31.0,Tulsa Inc,Keidhma Subateful,False,,0.0,Failed to reach
5122,5470_01,Earth,True,G/878/P,TRAPPIST-1e,20.0,Tulsa Inc,Franda Vales,False,,0.0,Succesfully reached Destination
5123,5471_01,Earth,False,G/877/S,TRAPPIST-1e,57.0,Blue Horizon,Jeanie Loway,False,685.0,,Reached wrong destination
5124,5472_01,Earth,False,F/1047/S,PSO J318.5-22,37.0,Blue Horizon,Jacque Andley,False,0.0,0.0,Reached wrong destination
5125,5474_01,Earth,True,,TRAPPIST-1e,21.0,Blue Horizon,Thew Strony,False,0.0,0.0,Reached wrong destination
5126,5475_01,Earth,False,F/1134/P,TRAPPIST-1e,43.0,Tulsa Inc,Stelle Lowelliott,False,0.0,0.0,Reached wrong destination
5127,5476_01,Earth,False,G/879/S,TRAPPIST-1e,49.0,Blue Horizon,Samany Moodsey,False,1020.0,0.0,Succesfully reached Destination
5128,5477_01,Earth,False,G/880/S,TRAPPIST-1e,17.0,Blue Horizon,Gerte Baxterson,False,0.0,150.0,Succesfully reached Destination
5129,5478_01,Mars,False,F/1048/S,TRAPPIST-1e,29.0,Tulsa Inc,Hocorz Prity,False,518.0,0.0,Reached wrong destination
5130,5479_01,Earth,True,G/881/S,55 Cancri e,36.0,Tulsa Inc,Timyra Romason,False,0.0,0.0,Succesfully reached Destination
5131,5480_01,Europa,False,,TRAPPIST-1e,37.0,Tulsa Inc,Avijava Ellcefulve,False,31.0,9307.0,Reached wrong destination
5132,5483_01,Earth,False,F/1135/P,PSO J318.5-22,17.0,Blue Horizon,Nadie Waltonnedy,False,2.0,0.0,Failed to reach
5133,5484_01,Mars,True,F/1050/S,55 Cancri e,45.0,Blue Horizon,Masal Monie,False,0.0,0.0,Reached wrong destination
5134,5485_01,Earth,False,G/880/P,TRAPPIST-1e,20.0,Blue Horizon,Kennie Portananney,False,0.0,9.0,Failed to reach
5135,5487_01,Mars,True,F/1136/P,TRAPPIST-1e,24.0,Tulsa Inc,Flams Nan,False,0.0,0.0,Succesfully reached Destination
5136,5488_01,Europa,True,B/186/P,TRAPPIST-1e,28.0,Blue Horizon,Tares Hoorherve,False,0.0,0.0,Failed to reach
5137,5488_02,Europa,False,B/186/P,TRAPPIST-1e,15.0,Blue Horizon,Acrabik Hoorherve,False,0.0,22.0,Failed to reach
5138,5488_03,Europa,False,B/186/P,TRAPPIST-1e,53.0,Tulsa Inc,Krabius Hoorherve,False,0.0,6634.0,Failed to reach
5139,5488_04,Europa,True,B/186/P,TRAPPIST-1e,51.0,Blue Horizon,Weidus Hoorherve,False,0.0,0.0,Succesfully reached Destination
5140,5489_01,Earth,True,G/881/P,TRAPPIST-1e,14.0,Tulsa Inc,Glendy Welles,False,0.0,0.0,Reached wrong destination
5141,5489_02,Earth,True,G/881/P,TRAPPIST-1e,1.0,Tulsa Inc,Benew Welles,False,0.0,0.0,Reached wrong destination
5142,5490_01,Mars,False,F/1137/P,TRAPPIST-1e,26.0,Tulsa Inc,Grog Emead,False,665.0,76.0,Failed to reach
5143,5491_01,Earth,False,G/882/S,TRAPPIST-1e,20.0,Blue Horizon,Anthia Solon,False,0.0,0.0,Reached wrong destination
5144,5492_01,Earth,False,F/1052/S,TRAPPIST-1e,23.0,Tulsa Inc,Keithy Prinson,False,0.0,551.0,Reached wrong destination
5145,5494_01,Earth,False,F/1053/S,TRAPPIST-1e,22.0,Tulsa Inc,Tonald Keithunts,False,658.0,0.0,Failed to reach
5146,5496_01,Earth,True,G/882/P,55 Cancri e,22.0,Tulsa Inc,Wayney Charryerry,False,0.0,0.0,Succesfully reached Destination
5147,5497_01,Europa,True,B/210/S,TRAPPIST-1e,13.0,Blue Horizon,Taurah Covetive,False,0.0,0.0,Failed to reach
5148,5497_02,Europa,False,B/210/S,TRAPPIST-1e,28.0,Blue Horizon,Edaron Covetive,False,0.0,0.0,Succesfully reached Destination
5149,5499_01,Earth,True,G/884/S,TRAPPIST-1e,40.0,Tulsa Inc,Brank Hickley,False,0.0,0.0,Reached wrong destination
5150,5500_01,Mars,False,D/175/P,55 Cancri e,21.0,Tulsa Inc,Bar Cuche,False,4027.0,0.0,Succesfully reached Destination
5151,5501_01,Earth,False,G/885/S,TRAPPIST-1e,35.0,Tulsa Inc,Camily Alldson,False,702.0,104.0,Reached wrong destination
5152,5504_01,Earth,False,F/1140/P,TRAPPIST-1e,22.0,Blue Horizon,Greggy Benderez,False,142.0,1307.0,Succesfully reached Destination
5153,5506_01,Europa,True,D/166/S,TRAPPIST-1e,37.0,Blue Horizon,Phecca Speedgear,False,0.0,0.0,Succesfully reached Destination
5154,5507_01,Mars,False,E/356/S,TRAPPIST-1e,21.0,Tulsa Inc,Blakes Saf,False,0.0,0.0,Succesfully reached Destination
5155,5508_01,Earth,False,,TRAPPIST-1e,50.0,Blue Horizon,Margio Potters,False,0.0,358.0,Failed to reach
5156,5509_01,Earth,False,F/1055/S,TRAPPIST-1e,27.0,Tulsa Inc,Allene Douglasen,False,0.0,0.0,Succesfully reached Destination
5157,5510_01,Earth,True,G/887/S,TRAPPIST-1e,20.0,Blue Horizon,Stance Ingston,False,0.0,0.0,Failed to reach
5158,5511_01,Earth,True,G/884/P,TRAPPIST-1e,15.0,Blue Horizon,Leen Gallenry,False,0.0,0.0,Succesfully reached Destination
5159,5511_02,Earth,False,E/346/P,PSO J318.5-22,25.0,Blue Horizon,Mela Gallenry,False,39.0,,Succesfully reached Destination
5160,5512_01,Europa,False,A/67/S,55 Cancri e,31.0,Tulsa Inc,Fomalik Chsere,False,0.0,225.0,Reached wrong destination
5161,5512_02,Europa,False,B/211/S,55 Cancri e,,Tulsa Inc,Sadaron Chsere,False,0.0,8162.0,Failed to reach
5162,5514_01,Earth,True,G/889/S,TRAPPIST-1e,18.0,Tulsa Inc,Bretty Monroellynn,False,0.0,0.0,Reached wrong destination
5163,5514_02,Earth,True,G/889/S,PSO J318.5-22,2.0,Blue Horizon,Shanie Monroellynn,False,,0.0,Reached wrong destination
5164,5514_03,Earth,False,G/889/S,TRAPPIST-1e,27.0,Tulsa Inc,Ton Monroellynn,False,0.0,6.0,Reached wrong destination
5165,5514_04,Earth,False,G/889/S,TRAPPIST-1e,0.0,Tulsa Inc,Jodip Monroellynn,False,0.0,0.0,Failed to reach
5166,5515_01,Earth,False,F/1141/P,TRAPPIST-1e,22.0,Blue Horizon,Feryla Prestonard,False,758.0,0.0,Reached wrong destination
5167,5517_01,Mars,False,E/357/S,TRAPPIST-1e,,Tulsa Inc,Totax Brazo,False,0.0,0.0,Succesfully reached Destination
5168,5520_01,Earth,False,G/890/S,TRAPPIST-1e,56.0,Tulsa Inc,Vanard Nasquez,False,0.0,4.0,Reached wrong destination
5169,5521_01,Earth,False,F/1058/S,TRAPPIST-1e,28.0,Tulsa Inc,Ireene Boltertley,False,0.0,0.0,Succesfully reached Destination
5170,5522_01,Earth,False,E/358/S,55 Cancri e,42.0,Blue Horizon,Carold Hinglendez,False,31.0,0.0,Failed to reach
5171,5522_02,Earth,False,F/1059/S,TRAPPIST-1e,20.0,Blue Horizon,Ollip Hinglendez,False,0.0,0.0,Reached wrong destination
5172,5522_03,Earth,False,F/1059/S,TRAPPIST-1e,27.0,Tulsa Inc,Elanie Hinglendez,False,508.0,585.0,Succesfully reached Destination
5173,5523_01,Earth,False,G/885/P,PSO J318.5-22,29.0,Blue Horizon,Rician Pearsalason,False,0.0,0.0,Succesfully reached Destination
5174,5524_01,Earth,False,F/1060/S,55 Cancri e,36.0,Blue Horizon,Melica Hendrys,False,85.0,0.0,Reached wrong destination
5175,5526_01,Earth,False,F/1061/S,TRAPPIST-1e,23.0,Tulsa Inc,Kaye Stroyledgez,False,0.0,0.0,Reached wrong destination
5176,5526_02,Earth,True,G/891/S,TRAPPIST-1e,64.0,Tulsa Inc,Eleah Stroyledgez,False,0.0,0.0,Succesfully reached Destination
5177,5527_01,Earth,False,G/886/P,TRAPPIST-1e,19.0,Blue Horizon,Pamiea Dickman,False,1.0,1.0,Reached wrong destination
5178,5527_02,Earth,True,G/886/P,55 Cancri e,1.0,Blue Horizon,Bellee Dickman,False,0.0,0.0,Reached wrong destination
5179,5527_03,Earth,True,G/886/P,TRAPPIST-1e,49.0,Blue Horizon,,False,,0.0,Succesfully reached Destination
5180,5527_04,Earth,True,G/886/P,55 Cancri e,0.0,Blue Horizon,Almara Dickman,False,0.0,0.0,Failed to reach
5181,5528_01,Earth,False,F/1143/P,TRAPPIST-1e,18.0,Tulsa Inc,Hanna Peckerson,False,0.0,288.0,Reached wrong destination
5182,5529_01,Europa,False,C/174/P,55 Cancri e,39.0,Tulsa Inc,Sabi Unfile,False,5645.0,132.0,Succesfully reached Destination
5183,5530_01,Mars,False,E/347/P,TRAPPIST-1e,37.0,Blue Horizon,Eerch Mesty,False,10.0,20.0,Failed to reach
5184,5530_02,Mars,True,F/1144/P,TRAPPIST-1e,44.0,Tulsa Inc,Mondax Mesty,False,0.0,0.0,Failed to reach
5185,5531_01,Mars,False,F/1145/P,PSO J318.5-22,43.0,Tulsa Inc,Ste Brity,False,817.0,0.0,Failed to reach
5186,5531_02,Mars,True,F/1145/P,TRAPPIST-1e,33.0,Blue Horizon,Gut Brity,False,0.0,0.0,Failed to reach
5187,5535_01,Earth,False,G/893/S,TRAPPIST-1e,20.0,Tulsa Inc,Nichad Arner,,41.0,222.0,Reached wrong destination
5188,5535_02,Earth,False,G/893/S,TRAPPIST-1e,0.0,Tulsa Inc,Meline Arner,False,0.0,0.0,Succesfully reached Destination
5189,5535_03,Earth,False,G/893/S,55 Cancri e,4.0,Blue Horizon,Blanie Arner,False,0.0,0.0,Reached wrong destination
5190,5536_01,Mars,True,F/1062/S,TRAPPIST-1e,20.0,Blue Horizon,Walles Pure,False,0.0,0.0,Failed to reach
5191,5537_01,Mars,False,F/1063/S,TRAPPIST-1e,50.0,Tulsa Inc,Herms Bancy,,690.0,0.0,Reached wrong destination
5192,5538_01,Mars,True,F/1146/P,TRAPPIST-1e,47.0,Blue Horizon,Diedow Gele,False,0.0,0.0,Reached wrong destination
5193,5538_02,Mars,True,F/1146/P,TRAPPIST-1e,17.0,Tulsa Inc,Hocks Gele,False,0.0,0.0,Reached wrong destination
5194,5539_01,Europa,False,B/187/P,TRAPPIST-1e,26.0,Blue Horizon,Tarf Officled,False,0.0,1583.0,Reached wrong destination
5195,5540_01,Earth,False,E/360/S,TRAPPIST-1e,21.0,Tulsa Inc,Berly Andackson,False,39.0,360.0,Failed to reach
5196,5541_01,Mars,True,F/1147/P,TRAPPIST-1e,20.0,Blue Horizon,Cornys Kra,False,0.0,0.0,Succesfully reached Destination
5197,5543_01,Europa,True,C/175/P,TRAPPIST-1e,26.0,Blue Horizon,Hekaton Platch,False,0.0,0.0,Succesfully reached Destination
5198,5544_01,Mars,False,F/1149/P,TRAPPIST-1e,,Tulsa Inc,Minnys Stité,True,1565.0,0.0,Succesfully reached Destination
5199,5545_01,Earth,False,G/894/S,PSO J318.5-22,34.0,Tulsa Inc,Ernice Rigginsen,False,0.0,0.0,Reached wrong destination
5200,5545_02,Earth,True,G/894/S,TRAPPIST-1e,11.0,Tulsa Inc,Sall Rigginsen,False,0.0,0.0,Failed to reach
5201,5545_03,Earth,True,G/894/S,TRAPPIST-1e,0.0,Tulsa Inc,Nance Rigginsen,False,0.0,0.0,Failed to reach
5202,5546_01,Europa,False,D/176/P,55 Cancri e,28.0,Tulsa Inc,Wasatan Brathful,False,550.0,5203.0,Succesfully reached Destination
5203,5550_01,Earth,False,G/895/S,TRAPPIST-1e,33.0,Tulsa Inc,Robyna Poperez,False,127.0,745.0,Failed to reach
5204,5551_01,Earth,True,G/888/P,TRAPPIST-1e,22.0,Tulsa Inc,Rayley Foledges,False,0.0,0.0,Succesfully reached Destination
5205,5552_01,Mars,,F/1150/P,TRAPPIST-1e,28.0,Blue Horizon,Skix Potie,False,0.0,0.0,Failed to reach
5206,5552_02,Mars,True,F/1150/P,TRAPPIST-1e,11.0,Blue Horizon,Oatch Potie,False,0.0,0.0,Reached wrong destination
5207,5552_03,Mars,False,F/1150/P,TRAPPIST-1e,60.0,Tulsa Inc,Chonk Potie,False,51.0,10.0,Failed to reach
5208,5555_01,,False,G/896/S,,43.0,Blue Horizon,Winia Blanglison,,1.0,0.0,Succesfully reached Destination
5209,5556_01,Earth,False,E/361/S,TRAPPIST-1e,27.0,Tulsa Inc,Jona Hanner,False,0.0,1.0,Reached wrong destination
5210,5557_01,Earth,True,G/890/P,TRAPPIST-1e,37.0,Tulsa Inc,Jerek Mathison,False,0.0,0.0,Failed to reach
5211,5559_01,Earth,True,G/897/S,55 Cancri e,23.0,Tulsa Inc,,False,0.0,0.0,Succesfully reached Destination
5212,5560_01,Mars,False,D/168/S,TRAPPIST-1e,57.0,Tulsa Inc,Tyog Birte,False,1696.0,0.0,Succesfully reached Destination
5213,5561_01,Europa,True,A/51/P,TRAPPIST-1e,29.0,Tulsa Inc,Diskeh Fueling,False,0.0,0.0,Failed to reach
5214,5561_02,Europa,False,A/51/P,TRAPPIST-1e,28.0,Tulsa Inc,Cellus Fueling,False,0.0,175.0,Reached wrong destination
5215,5561_03,Europa,False,A/51/P,TRAPPIST-1e,42.0,Tulsa Inc,Gluinol Fueling,False,0.0,890.0,Reached wrong destination
5216,5561_04,Europa,False,A/51/P,TRAPPIST-1e,43.0,Tulsa Inc,Ankab Fueling,False,7.0,494.0,Succesfully reached Destination
5217,5563_01,Europa,True,C/176/P,TRAPPIST-1e,26.0,Blue Horizon,Maham Cattyried,False,0.0,0.0,Reached wrong destination
5218,5566_01,Europa,False,E/349/P,55 Cancri e,72.0,Blue Horizon,Gluinon Gloyanthy,False,2445.0,3023.0,Succesfully reached Destination
5219,5568_01,Europa,False,B/188/P,TRAPPIST-1e,49.0,Blue Horizon,Winons Covetive,False,0.0,3991.0,Reached wrong destination
5220,5568_02,Europa,True,B/188/P,55 Cancri e,29.0,Blue Horizon,Merabik Covetive,True,0.0,0.0,Reached wrong destination
5221,5569_01,Earth,True,G/891/P,TRAPPIST-1e,18.0,Tulsa Inc,Brance Mcfarleys,False,0.0,0.0,Succesfully reached Destination
5222,5571_01,Earth,False,G/900/S,55 Cancri e,26.0,Blue Horizon,Delley Nichoan,False,0.0,406.0,Reached wrong destination
5223,5572_01,Mars,True,F/1153/P,55 Cancri e,19.0,Blue Horizon,Gicket Pane,False,0.0,0.0,Reached wrong destination
5224,5573_01,Earth,False,F/1154/P,55 Cancri e,18.0,Tulsa Inc,Mariel Gilleranks,False,749.0,0.0,Reached wrong destination
5225,5574_01,Earth,False,F/1155/P,55 Cancri e,14.0,Blue Horizon,Dorah Polliamposs,False,714.0,237.0,Succesfully reached Destination
5226,5575_01,Mars,False,F/1156/P,TRAPPIST-1e,44.0,Tulsa Inc,Bares Nacke,False,583.0,0.0,Reached wrong destination
5227,5575_02,Mars,True,F/1156/P,TRAPPIST-1e,34.0,Blue Horizon,Heers Nacke,False,0.0,0.0,Failed to reach
5228,5578_01,Earth,True,G/892/P,55 Cancri e,18.0,Tulsa Inc,Verney Gainebergan,False,0.0,0.0,Reached wrong destination
5229,5580_01,Earth,True,G/902/S,PSO J318.5-22,36.0,Blue Horizon,Anae Vaught,False,0.0,0.0,Reached wrong destination
5230,5581_01,Europa,True,B/212/S,55 Cancri e,27.0,Tulsa Inc,Alpha Frolestty,False,0.0,0.0,Failed to reach
5231,5582_01,Earth,False,G/893/P,TRAPPIST-1e,35.0,Blue Horizon,Patoya Hersons,,753.0,335.0,Failed to reach
5232,5583_01,Europa,False,D/170/S,TRAPPIST-1e,52.0,Blue Horizon,Taura Inghtal,False,5.0,3514.0,Reached wrong destination
5233,5585_01,Earth,False,G/894/P,PSO J318.5-22,22.0,Blue Horizon,Vanez Popelazquez,False,688.0,5.0,Reached wrong destination
5234,5585_02,Earth,False,F/1158/P,TRAPPIST-1e,34.0,Blue Horizon,Velyne Popelazquez,False,245.0,0.0,Reached wrong destination
5235,5586_01,Earth,False,G/895/P,PSO J318.5-22,37.0,Blue Horizon,Elanda Reyersendry,False,0.0,0.0,Succesfully reached Destination
5236,5587_01,Earth,False,F/1159/P,55 Cancri e,22.0,Tulsa Inc,Dianie Deckerson,False,654.0,2.0,Succesfully reached Destination
5237,5589_01,Earth,False,F/1160/P,TRAPPIST-1e,26.0,Tulsa Inc,Fayen Hermanapp,False,0.0,786.0,Failed to reach
5238,5591_01,Earth,False,E/363/S,55 Cancri e,14.0,Blue Horizon,Elene Ewiseston,False,590.0,9.0,Succesfully reached Destination
5239,5592_01,Mars,True,F/1161/P,55 Cancri e,53.0,Blue Horizon,Wheard Quith,False,0.0,0.0,Reached wrong destination
5240,5594_01,Earth,False,F/1163/P,TRAPPIST-1e,17.0,Blue Horizon,Verney Lewinton,False,0.0,823.0,Succesfully reached Destination
5241,5595_01,Earth,False,F/1067/S,TRAPPIST-1e,30.0,Blue Horizon,Sonard Craftstens,False,0.0,1.0,Reached wrong destination
5242,5596_01,Europa,False,D/179/P,TRAPPIST-1e,65.0,Blue Horizon,Mothab Sorbitter,False,0.0,722.0,Reached wrong destination
5243,5598_01,Earth,False,G/903/S,,19.0,Tulsa Inc,Lulah Thony,False,0.0,0.0,Reached wrong destination
5244,5599_01,Europa,False,E/364/S,55 Cancri e,36.0,Tulsa Inc,Saxino Caming,,380.0,686.0,Succesfully reached Destination
5245,5601_01,Earth,True,G/904/S,TRAPPIST-1e,3.0,Blue Horizon,Bertle Vandan,False,0.0,0.0,Reached wrong destination
5246,5601_02,Earth,False,G/904/S,TRAPPIST-1e,6.0,Tulsa Inc,Fery Vandan,False,0.0,0.0,Reached wrong destination
5247,5601_03,Earth,False,,55 Cancri e,4.0,Tulsa Inc,Jacque Vandan,False,0.0,0.0,Succesfully reached Destination
5248,5601_04,Earth,False,F/1069/S,TRAPPIST-1e,21.0,Blue Horizon,Vanney Vandan,False,958.0,1668.0,Failed to reach
5249,5601_05,Earth,True,G/904/S,55 Cancri e,8.0,Tulsa Inc,Maya Vandan,False,0.0,0.0,Reached wrong destination
5250,5602_01,Europa,True,B/190/P,TRAPPIST-1e,35.0,Blue Horizon,Castab Sedece,False,0.0,0.0,Succesfully reached Destination
5251,5602_02,Europa,False,B/190/P,55 Cancri e,18.0,Blue Horizon,Hadirk Sedece,False,0.0,3268.0,Reached wrong destination
